ID;f1_keyword;f2_language;f3_searchloc;f4_destination;ranking;lon;lat
20Yj;Tourist attraction;Dutch;Jette;in Brussels;18;50,85107;4,36007
20Yj;Tourist attraction;Dutch;Jette;in Brussels;19;50,84309;4,35913
20Yj;Tourist attraction;Dutch;Jette;in Brussels;20;50,84437;4,35592
20Wj;Tourist attraction;French;Jette;in Brussels;1;50,84245;4,35924
20Wj;Tourist attraction;French;Jette;in Brussels;2;50,84499;4,34999
20Wj;Tourist attraction;French;Jette;in Brussels;3;50,89408;4,33894
20Wj;Tourist attraction;French;Jette;in Brussels;4;50,89494;4,34155
20Wj;Tourist attraction;French;Jette;in Brussels;5;50,84673;4,35241
20Wj;Tourist attraction;French;Jette;in Brussels;6;50,85082;4,34981
20Wj;Tourist attraction;French;Jette;in Brussels;7;50,84265;4,36051
20Wj;Tourist attraction;French;Jette;in Brussels;8;50,84261;4,36069
20Wj;Tourist attraction;French;Jette;in Brussels;9;50,90308;4,38806
20Wj;Tourist attraction;French;Jette;in Brussels;10;50,84437;4,35592
20Wj;Tourist attraction;French;Jette;in Brussels;11;50,85011;4,36356
20Wj;Tourist attraction;French;Jette;in Brussels;12;50,84663;4,35197
20Wj;Tourist attraction;French;Jette;in Brussels;13;50,83701;4,34578
20Wj;Tourist attraction;French;Jette;in Brussels;14;50,84309;4,35913
20Wj;Tourist attraction;French;Jette;in Brussels;15;50,84139;4,39048
20Wj;Tourist attraction;French;Jette;in Brussels;16;50,84129;4,39292
20Wj;Tourist attraction;French;Jette;in Brussels;17;50,84196;4,36238
20Wj;Tourist attraction;French;Jette;in Brussels;18;50,84783;4,36011
20Wj;Tourist attraction;French;Jette;in Brussels;19;50,84169;4,35827
20Wj;Tourist attraction;French;Jette;in Brussels;20;50,84659;4,35199
20Xk;Tourist attraction;English;Koekelberg;in Brussels;1;50,84265;4,36051
20Xk;Tourist attraction;English;Koekelberg;in Brussels;2;50,84673;4,35241
20Xk;Tourist attraction;English;Koekelberg;in Brussels;3;50,84499;4,34999
20Xk;Tourist attraction;English;Koekelberg;in Brussels;4;50,84437;4,35592
20Xk;Tourist attraction;English;Koekelberg;in Brussels;5;50,89494;4,34155
20Xk;Tourist attraction;English;Koekelberg;in Brussels;6;50,89408;4,33894
20Xk;Tourist attraction;English;Koekelberg;in Brussels;7;50,84139;4,39048
20Xk;Tourist attraction;English;Koekelberg;in Brussels;8;50,84783;4,36011
20Xk;Tourist attraction;English;Koekelberg;in Brussels;9;50,85107;4,36007
20Xk;Tourist attraction;English;Koekelberg;in Brussels;10;50,84309;4,35913
20Xk;Tourist attraction;English;Koekelberg;in Brussels;11;50,84013;4,35583
20Xk;Tourist attraction;English;Koekelberg;in Brussels;12;50,84198;4,3579
20Xk;Tourist attraction;English;Koekelberg;in Brussels;13;50,84129;4,39292
20Xk;Tourist attraction;English;Koekelberg;in Brussels;14;50,84808;4,35525
20Xk;Tourist attraction;English;Koekelberg;in Brussels;15;50,84659;4,35199
20Xk;Tourist attraction;English;Koekelberg;in Brussels;16;50,87775;4,37919
20Xk;Tourist attraction;English;Koekelberg;in Brussels;17;50,84696;4,35274
20Xk;Tourist attraction;English;Koekelberg;in Brussels;18;50,84245;4,35924
20Xk;Tourist attraction;English;Koekelberg;in Brussels;19;50,84659;4,35468
20Xk;Tourist attraction;English;Koekelberg;in Brussels;20;50,85082;4,34981
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;1;50,84499;4,34999
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;2;50,89494;4,34155
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;3;50,84673;4,35241
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;4;50,84265;4,36051
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;5;50,89408;4,33894
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;6;50,84196;4,36238
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;7;50,84139;4,39048
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;8;50,8467;4,35212
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;9;50,84783;4,36011
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;10;50,84245;4,35924
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;11;50,84129;4,39292
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;12;50,84291;4,36001
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;13;50,84535;4,35035
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;14;50,84309;4,35913
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;15;50,83934;4,39342
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;16;50,83983;4,37404
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;17;50,85107;4,36007
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;18;50,84659;4,35199
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;19;50,85011;4,36356
20Yk;Tourist attraction;Dutch;Koekelberg;in Brussels;20;50,8405;4,35561
20Wk;Tourist attraction;French;Koekelberg;in Brussels;1;50,84245;4,35924
20Wk;Tourist attraction;French;Koekelberg;in Brussels;2;50,84499;4,34999
20Wk;Tourist attraction;French;Koekelberg;in Brussels;3;50,84673;4,35241
20Wk;Tourist attraction;French;Koekelberg;in Brussels;4;50,89408;4,33894
20Wk;Tourist attraction;French;Koekelberg;in Brussels;5;50,89494;4,34155
20Wk;Tourist attraction;French;Koekelberg;in Brussels;6;50,85082;4,34981
20Wk;Tourist attraction;French;Koekelberg;in Brussels;7;50,84265;4,36051
20Wk;Tourist attraction;French;Koekelberg;in Brussels;8;50,84261;4,36069
20Wk;Tourist attraction;French;Koekelberg;in Brussels;9;50,90308;4,38806
20Wk;Tourist attraction;French;Koekelberg;in Brussels;10;50,84437;4,35592
20Wk;Tourist attraction;French;Koekelberg;in Brussels;11;50,85011;4,36356
20Wk;Tourist attraction;French;Koekelberg;in Brussels;12;50,84663;4,35197
20Wk;Tourist attraction;French;Koekelberg;in Brussels;13;50,83701;4,34578
20Wk;Tourist attraction;French;Koekelberg;in Brussels;14;50,84139;4,39048
20Wk;Tourist attraction;French;Koekelberg;in Brussels;15;50,84309;4,35913
20Wk;Tourist attraction;French;Koekelberg;in Brussels;16;50,84129;4,39292
20Wk;Tourist attraction;French;Koekelberg;in Brussels;17;50,84783;4,36011
20Wk;Tourist attraction;French;Koekelberg;in Brussels;18;50,84196;4,36238
20Wk;Tourist attraction;French;Koekelberg;in Brussels;19;50,84169;4,35827
20Wk;Tourist attraction;French;Koekelberg;in Brussels;20;50,84659;4,35199
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;1;50,84265;4,36051
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;2;50,84673;4,35241
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;3;50,84499;4,34999
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;4;50,84437;4,35592
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;5;50,89494;4,34155
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;6;50,89408;4,33894
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;7;50,84139;4,39048
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;8;50,84783;4,36011
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;9;50,85107;4,36007
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;10;50,84309;4,35913
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;11;50,84013;4,35583
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;12;50,84198;4,3579
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;13;50,84129;4,39292
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;14;50,84808;4,35525
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;15;50,84659;4,35199
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;16;50,84696;4,35274
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;17;50,87775;4,37919
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;18;50,84245;4,35924
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;19;50,85082;4,34981
20Xl;Tourist attraction;English;Sint-Jans-Molenbeek;in Brussels;20;50,84659;4,35468
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;1;50,84499;4,34999
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;2;50,89494;4,34155
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;3;50,84673;4,35241
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;4;50,84265;4,36051
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;5;50,84659;4,35199
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;6;50,89408;4,33894
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;7;50,84196;4,36238
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;8;50,84139;4,39048
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;9;50,8467;4,35212
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;10;50,84783;4,36011
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;11;50,84245;4,35924
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;12;50,84129;4,39292
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;13;50,84291;4,36001
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;14;50,84535;4,35035
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;15;50,84309;4,35913
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;16;50,83934;4,39342
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;17;50,85011;4,36356
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;18;50,83983;4,37404
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;19;50,85107;4,36007
20Yl;Tourist attraction;Dutch;Sint-Jans-Molenbeek;in Brussels;20;50,84437;4,35592
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;1;50,84245;4,35924
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;2;50,84499;4,34999
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;3;50,84673;4,35241
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;4;50,89408;4,33894
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;5;50,89494;4,34155
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;6;50,85082;4,34981
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;7;50,84265;4,36051
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;8;50,84437;4,35592
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;9;50,90308;4,38806
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;10;50,85011;4,36356
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;11;50,83701;4,34578
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;12;50,84663;4,35197
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;13;50,84139;4,39048
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;14;50,84309;4,35913
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;15;50,84129;4,39292
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;16;50,84196;4,36238
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;17;50,84783;4,36011
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;18;50,84169;4,35827
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;19;50,84659;4,35199
20Wl;Tourist attraction;French;Sint-Jans-Molenbeek;in Brussels;20;50,85107;4,36007
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;1;50,84265;4,36051
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;2;50,84673;4,35241
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;3;50,84437;4,35592
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;4;50,84499;4,34999
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;5;50,84139;4,39048
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;6;50,84013;4,35583
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;7;50,84309;4,35913
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;8;50,84783;4,36011
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;9;50,84198;4,3579
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;10;50,89494;4,34155
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;11;50,85107;4,36007
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;12;50,89408;4,33894
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;13;50,84808;4,35525
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;14;50,84659;4,35199
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;15;50,84129;4,39292
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;16;50,84245;4,35924
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;17;50,84696;4,35274
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;18;50,84659;4,35468
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;19;50,87775;4,37919
20Xm;Tourist attraction;English;Sint-Gillis;in Brussels;20;50,85082;4,34981
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;1;50,84499;4,34999
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;2;50,89494;4,34155
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;3;50,84673;4,35241
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;4;50,84265;4,36051
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;5;50,84659;4,35199
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;6;50,89408;4,33894
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;7;50,84196;4,36238
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;8;50,84139;4,39048
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;9;50,8467;4,35212
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;10;50,84245;4,35924
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;11;50,84783;4,36011
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;12;50,84129;4,39292
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;13;50,84291;4,36001
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;14;50,84535;4,35035
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;15;50,84309;4,35913
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;16;50,83934;4,39342
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;17;50,85011;4,36356
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;18;50,83983;4,37404
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;19;50,85107;4,36007
20Ym;Tourist attraction;Dutch;Sint-Gillis;in Brussels;20;50,84437;4,35592
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;1;50,84499;4,34999
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;2;50,84245;4,35924
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;3;50,84673;4,35241
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;4;50,89494;4,34155
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;5;50,89408;4,33894
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;6;50,85082;4,34981
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;7;50,84437;4,35592
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;8;50,84261;4,36069
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;9;50,85011;4,36356
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;10;50,83701;4,34578
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;11;50,84663;4,35197
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;12;50,84265;4,36051
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;13;50,90308;4,38806
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;14;50,84309;4,35913
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;15;50,84139;4,39048
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;16;50,84196;4,36238
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;17;50,84169;4,35827
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;18;50,84659;4,35199
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;19;50,84783;4,36011
20Wm;Tourist attraction;French;Sint-Gillis;in Brussels;20;50,85107;4,36007
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;1;50,84265;4,36051
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;2;50,84673;4,35241
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;3;50,84437;4,35592
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;4;50,84499;4,34999
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;5;50,84139;4,39048
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;6;50,85107;4,36007
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;7;50,84783;4,36011
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;8;50,84309;4,35913
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;9;50,89494;4,34155
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;10;50,84198;4,3579
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;11;50,84013;4,35583
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;12;50,89408;4,33894
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;13;50,84129;4,39292
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;14;50,84808;4,35525
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;15;50,84659;4,35199
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;16;50,84245;4,35924
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;17;50,84696;4,35274
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;18;50,87775;4,37919
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;19;50,85011;4,36356
20Xn;Tourist attraction;English;Sint-Joost-ten-Node;in Brussels;20;50,84659;4,35468
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;1;50,84499;4,34999
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;2;50,89494;4,34155
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;3;50,84673;4,35241
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;4;50,84265;4,36051
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;5;50,84659;4,35199
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;6;50,89408;4,33894
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;7;50,84196;4,36238
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;8;50,84139;4,39048
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;9;50,84129;4,39292
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;10;50,84783;4,36011
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;11;50,8467;4,35212
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;12;50,84245;4,35924
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;13;50,84291;4,36001
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;14;50,84535;4,35035
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;15;50,85011;4,36356
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;16;50,84309;4,35913
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;17;50,83934;4,39342
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;18;50,83983;4,37404
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;19;50,85107;4,36007
20Yn;Tourist attraction;Dutch;Sint-Joost-ten-Node;in Brussels;20;50,84437;4,35592
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;1;50,84245;4,35924
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;2;50,84499;4,34999
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;3;50,84673;4,35241
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;4;50,89408;4,33894
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;5;50,89494;4,34155
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;6;50,85082;4,34981
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;7;50,84265;4,36051
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;8;50,85011;4,36356
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;9;50,84437;4,35592
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;10;50,90308;4,38806
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;11;50,84663;4,35197
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;12;50,83701;4,34578
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;13;50,84139;4,39048
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;14;50,84309;4,35913
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;15;50,84783;4,36011
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;16;50,84129;4,39292
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;17;50,84196;4,36238
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;18;50,84169;4,35827
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;19;50,85107;4,36007
20Wn;Tourist attraction;French;Sint-Joost-ten-Node;in Brussels;20;50,84659;4,35199
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;1;50,84265;4,36051
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;2;50,84673;4,35241
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;3;50,84437;4,35592
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;4;50,84139;4,39048
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;5;50,84499;4,34999
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;6;50,89494;4,34155
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;7;50,89408;4,33894
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;8;50,84783;4,36011
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;9;50,85107;4,36007
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;10;50,84309;4,35913
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;11;50,87775;4,37919
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;12;50,84198;4,3579
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;13;50,84129;4,39292
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;14;50,84013;4,35583
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;15;50,84808;4,35525
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;16;50,84659;4,35199
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;17;50,84245;4,35924
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;18;50,84696;4,35274
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;19;50,83921;4,3924
20Xo;Tourist attraction;English;Schaarbeek;in Brussels;20;50,85082;4,34981
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;1;50,84499;4,34999
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;2;50,89494;4,34155
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;3;50,84673;4,35241
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;4;50,84265;4,36051
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;5;50,84659;4,35199
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;6;50,89408;4,33894
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;7;50,84196;4,36238
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;8;50,84139;4,39048
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;9;50,84129;4,39292
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;10;50,84783;4,36011
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;11;50,83983;4,37404
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;12;50,84245;4,35924
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;13;50,8467;4,35212
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;14;50,84291;4,36001
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;15;50,84535;4,35035
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;16;50,83934;4,39342
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;17;50,85011;4,36356
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;18;50,85107;4,36007
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;19;50,84309;4,35913
20Yo;Tourist attraction;Dutch;Schaarbeek;in Brussels;20;50,84437;4,35592
20Wo;Tourist attraction;French;Schaarbeek;in Brussels;1;50,84245;4,35924
20Wo;Tourist attraction;French;Schaarbeek;in Brussels;2;50,84499;4,34999
20Wo;Tourist attraction;French;Schaarbeek;in Brussels;3;50,84673;4,35241
20Wo;Tourist attraction;French;Schaarbeek;in Brussels;4;50,89408;4,33894
20Wo;Tourist attraction;French;Schaarbeek;in Brussels;5;50,89494;4,34155
20Wo;Tourist attraction;French;Schaarbeek;in Brussels;6;50,85082;4,34981
20Wo;Tourist attraction;French;Schaarbeek;in Brussels;7;50,84437;4,35592
20Wo;Tourist attraction;French;Schaarbeek;in Brussels;8;50,84265;4,36051
20Wo;Tourist attraction;French;Schaarbeek;in Brussels;9;50,84261;4,36069
20Wo;Tourist attraction;French;Schaarbeek;in Brussels;10;50,85011;4,36356
20Wo;Tourist attraction;French;Schaarbeek;in Brussels;11;50,90308;4,38806
20Wo;Tourist attraction;French;Schaarbeek;in Brussels;12;50,84663;4,35197
20Wo;Tourist attraction;French;Schaarbeek;in Brussels;13;50,83701;4,34578
