ID;f1_keyword;f2_language;f3_searchloc;f4_destination;ranking;lon;lat
1Xa;Accommodation;English;Anderlecht;in Brussels;1;50,83346;4,35549
1Xa;Accommodation;English;Anderlecht;in Brussels;2;50,8374;4,35746
1Xa;Accommodation;English;Anderlecht;in Brussels;3;50,85072;4,35005
1Xa;Accommodation;English;Anderlecht;in Brussels;4;50,83188;4,35315
1Xa;Accommodation;English;Anderlecht;in Brussels;5;50,84869;4,36313
1Xa;Accommodation;English;Anderlecht;in Brussels;6;50,85035;4,35555
1Xa;Accommodation;English;Anderlecht;in Brussels;7;50,8515;4,35351
1Xa;Accommodation;English;Anderlecht;in Brussels;8;50,8228;4,36783
1Xa;Accommodation;English;Anderlecht;in Brussels;9;50,85525;4,36647
1Xa;Accommodation;English;Anderlecht;in Brussels;10;50,856;4,3574
1Xa;Accommodation;English;Anderlecht;in Brussels;11;50,85249;4,35493
1Xa;Accommodation;English;Anderlecht;in Brussels;12;50,84619;4,35134
1Xa;Accommodation;English;Anderlecht;in Brussels;13;50,85629;4,35153
1Xa;Accommodation;English;Anderlecht;in Brussels;14;50,84685;4,3594
1Xa;Accommodation;English;Anderlecht;in Brussels;15;50,84423;4,34741
1Xa;Accommodation;English;Anderlecht;in Brussels;16;50,8539;4,35581
1Xa;Accommodation;English;Anderlecht;in Brussels;17;50,84832;4,35657
1Xa;Accommodation;English;Anderlecht;in Brussels;18;50,84701;4,35515
1Xa;Accommodation;English;Anderlecht;in Brussels;19;50,84951;4,34606
1Xa;Accommodation;English;Anderlecht;in Brussels;20;50,84557;4,35469
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;1;50,85219;4,35414
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;2;50,84846;4,35738
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;3;50,85053;4,34933
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;4;50,84926;4,35476
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;5;50,85035;4,35555
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;6;50,8515;4,35351
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;7;50,85072;4,35005
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;8;50,84869;4,36313
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;9;50,85397;4,35682
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;10;50,8539;4,35581
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;11;50,84072;4,38374
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;12;50,85108;4,36613
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;13;50,8304;4,35923
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;14;50,8374;4,35746
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;15;50,82683;4,36493
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;16;50,86485;4,35889
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;17;50,83973;4,36752
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;18;50,84116;4,34164
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;19;50,8488;4,35253
1Ya;Accommodation;Dutch;Anderlecht;in Brussels;20;50,84049;4,38088
1Wa;Accommodation;French;Anderlecht;in Brussels;1;50,8184;4,38188
1Wa;Accommodation;French;Anderlecht;in Brussels;2;50,8515;4,35351
1Wa;Accommodation;French;Anderlecht;in Brussels;3;50,83733;4,37156
1Wa;Accommodation;French;Anderlecht;in Brussels;4;50,8374;4,35746
1Wa;Accommodation;French;Anderlecht;in Brussels;5;50,83408;4,37261
1Wa;Accommodation;French;Anderlecht;in Brussels;6;50,8408;4,38538
1Wa;Accommodation;French;Anderlecht;in Brussels;7;50,84281;4,37681
1Wa;Accommodation;French;Anderlecht;in Brussels;8;50,84281;4,37681
1Wa;Accommodation;French;Anderlecht;in Brussels;9;50,83188;4,35315
1Wa;Accommodation;French;Anderlecht;in Brussels;10;50,85108;4,36613
1Wa;Accommodation;French;Anderlecht;in Brussels;11;50,85099;4,36481
1Wa;Accommodation;French;Anderlecht;in Brussels;12;50,83346;4,35549
1Wa;Accommodation;French;Anderlecht;in Brussels;13;50,84679;4,35084
1Wa;Accommodation;French;Anderlecht;in Brussels;14;50,84762;4,35539
1Wa;Accommodation;French;Anderlecht;in Brussels;15;50,8515;4,35351
1Wa;Accommodation;French;Anderlecht;in Brussels;16;50,83059;4,40495
1Wa;Accommodation;French;Anderlecht;in Brussels;17;50,85072;4,35005
1Wa;Accommodation;French;Anderlecht;in Brussels;18;50,85249;4,35493
1Wa;Accommodation;French;Anderlecht;in Brussels;19;50,8278;4,36493
1Wa;Accommodation;French;Anderlecht;in Brussels;20;50,8501;4,34596
1Xb;Accommodation;English;Oudergem;in Brussels;1;50,85219;4,35414
1Xb;Accommodation;English;Oudergem;in Brussels;2;50,84846;4,35738
1Xb;Accommodation;English;Oudergem;in Brussels;3;50,83346;4,35549
1Xb;Accommodation;English;Oudergem;in Brussels;4;50,8374;4,35746
1Xb;Accommodation;English;Oudergem;in Brussels;5;50,85072;4,35005
1Xb;Accommodation;English;Oudergem;in Brussels;6;50,83188;4,35315
1Xb;Accommodation;English;Oudergem;in Brussels;7;50,84869;4,36313
1Xb;Accommodation;English;Oudergem;in Brussels;8;50,85035;4,35555
1Xb;Accommodation;English;Oudergem;in Brussels;9;50,8515;4,35351
1Xb;Accommodation;English;Oudergem;in Brussels;10;50,8228;4,36783
1Xb;Accommodation;English;Oudergem;in Brussels;11;50,85525;4,36647
1Xb;Accommodation;English;Oudergem;in Brussels;12;50,856;4,3574
1Xb;Accommodation;English;Oudergem;in Brussels;13;50,85249;4,35493
1Xb;Accommodation;English;Oudergem;in Brussels;14;50,84619;4,35134
1Xb;Accommodation;English;Oudergem;in Brussels;15;50,84685;4,3594
1Xb;Accommodation;English;Oudergem;in Brussels;16;50,85629;4,35153
1Xb;Accommodation;English;Oudergem;in Brussels;17;50,84397;4,37532
1Xb;Accommodation;English;Oudergem;in Brussels;18;50,87856;4,38154
1Xb;Accommodation;English;Oudergem;in Brussels;19;50,84832;4,35657
1Xb;Accommodation;English;Oudergem;in Brussels;20;50,84701;4,35515
1Yb;Accommodation;Dutch;Oudergem;in Brussels;1;50,85219;4,35414
1Yb;Accommodation;Dutch;Oudergem;in Brussels;2;50,85525;4,36647
1Yb;Accommodation;Dutch;Oudergem;in Brussels;3;50,84926;4,35476
1Yb;Accommodation;Dutch;Oudergem;in Brussels;4;50,85035;4,35555
1Yb;Accommodation;Dutch;Oudergem;in Brussels;5;50,8515;4,35351
1Yb;Accommodation;Dutch;Oudergem;in Brussels;6;50,85053;4,34933
1Yb;Accommodation;Dutch;Oudergem;in Brussels;7;50,85072;4,35005
1Yb;Accommodation;Dutch;Oudergem;in Brussels;8;50,84869;4,36313
1Yb;Accommodation;Dutch;Oudergem;in Brussels;9;50,85397;4,35682
1Yb;Accommodation;Dutch;Oudergem;in Brussels;10;50,8539;4,35581
1Yb;Accommodation;Dutch;Oudergem;in Brussels;11;50,84072;4,38374
1Yb;Accommodation;Dutch;Oudergem;in Brussels;12;50,85108;4,36613
1Yb;Accommodation;Dutch;Oudergem;in Brussels;13;50,84525;4,35444
1Yb;Accommodation;Dutch;Oudergem;in Brussels;14;50,8304;4,35923
1Yb;Accommodation;Dutch;Oudergem;in Brussels;15;50,8374;4,35746
1Yb;Accommodation;Dutch;Oudergem;in Brussels;16;50,82683;4,36493
1Yb;Accommodation;Dutch;Oudergem;in Brussels;17;50,86485;4,35889
1Yb;Accommodation;Dutch;Oudergem;in Brussels;18;50,84116;4,34164
1Yb;Accommodation;Dutch;Oudergem;in Brussels;19;50,83973;4,36752
1Yb;Accommodation;Dutch;Oudergem;in Brussels;20;50,8488;4,35253
1Wb;Accommodation;French;Oudergem;in Brussels;1;50,85219;4,35414
1Wb;Accommodation;French;Oudergem;in Brussels;2;50,84846;4,35738
1Wb;Accommodation;French;Oudergem;in Brussels;3;50,83733;4,37156
1Wb;Accommodation;French;Oudergem;in Brussels;4;50,83408;4,37261
1Wb;Accommodation;French;Oudergem;in Brussels;5;50,8374;4,35746
1Wb;Accommodation;French;Oudergem;in Brussels;6;50,84281;4,37681
1Wb;Accommodation;French;Oudergem;in Brussels;7;50,84281;4,37681
1Wb;Accommodation;French;Oudergem;in Brussels;8;50,83188;4,35315
1Wb;Accommodation;French;Oudergem;in Brussels;9;50,84701;4,35515
1Wb;Accommodation;French;Oudergem;in Brussels;10;50,85108;4,36613
1Wb;Accommodation;French;Oudergem;in Brussels;11;50,85629;4,35153
1Wb;Accommodation;French;Oudergem;in Brussels;12;50,85099;4,36481
1Wb;Accommodation;French;Oudergem;in Brussels;13;50,8556;4,36803
1Wb;Accommodation;French;Oudergem;in Brussels;14;50,83346;4,35549
1Wb;Accommodation;French;Oudergem;in Brussels;15;50,84679;4,35084
1Wb;Accommodation;French;Oudergem;in Brussels;16;50,84762;4,35539
1Wb;Accommodation;French;Oudergem;in Brussels;17;50,84926;4,35476
1Wb;Accommodation;French;Oudergem;in Brussels;18;50,8515;4,35351
1Wb;Accommodation;French;Oudergem;in Brussels;19;50,8751;4,33244
1Wb;Accommodation;French;Oudergem;in Brussels;20;50,84406;4,35333
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;1;50,85219;4,35414
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;2;50,84846;4,35738
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;3;50,83346;4,35549
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;4;50,8374;4,35746
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;5;50,85072;4,35005
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;6;50,83188;4,35315
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;7;50,84869;4,36313
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;8;50,85035;4,35555
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;9;50,8515;4,35351
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;10;50,8228;4,36783
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;11;50,85525;4,36647
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;12;50,856;4,3574
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;13;50,85249;4,35493
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;14;50,84619;4,35134
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;15;50,85629;4,35153
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;16;50,84685;4,3594
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;17;50,84832;4,35657
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;18;50,8539;4,35581
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;19;50,87856;4,38154
1Xc;Accommodation;English;Sint-Agatha-Berchem;in Brussels;20;50,84701;4,35515
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;1;50,85301;4,35819
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;2;50,85143;4,33839
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;3;50,84123;4,34186
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;4;50,84116;4,34164
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;5;50,84763;4,3416
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;6;50,85469;4,35438
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;7;50,85449;4,35477
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;8;50,83987;4,34124
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;9;50,84189;4,35154
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;10;50,85256;4,35494
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;11;50,85282;4,34895
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;12;50,85292;4,33454
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;13;50,86445;4,33162
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;14;50,85182;4,34851
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;15;50,84385;4,34465
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;16;50,85053;4,34933
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;17;50,84885;4,35102
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;18;50,86485;4,35889
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;19;50,85424;4,36829
1Yc;Accommodation;Dutch;Sint-Agatha-Berchem;in Brussels;20;50,85084;4,33717
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;1;50,85219;4,35414
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;2;50,84846;4,35738
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;3;50,83733;4,37156
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;4;50,83408;4,37261
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;5;50,8374;4,35746
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;6;50,8408;4,38538
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;7;50,84281;4,37681
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;8;50,84281;4,37681
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;9;50,83188;4,35315
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;10;50,84701;4,35515
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;11;50,85108;4,36613
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;12;50,85629;4,35153
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;13;50,85099;4,36481
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;14;50,8751;4,33244
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;15;50,8556;4,36803
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;16;50,83346;4,35549
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;17;50,84679;4,35084
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;18;50,84926;4,35476
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;19;50,84762;4,35539
1Wc;Accommodation;French;Sint-Agatha-Berchem;in Brussels;20;50,8515;4,35351
1Xd;Accommodation;English;Stad Brussel;in Brussels;1;50,85219;4,35414
1Xd;Accommodation;English;Stad Brussel;in Brussels;2;50,84846;4,35738
1Xd;Accommodation;English;Stad Brussel;in Brussels;3;50,85072;4,35005
1Xd;Accommodation;English;Stad Brussel;in Brussels;4;50,83346;4,35549
1Xd;Accommodation;English;Stad Brussel;in Brussels;5;50,8515;4,35351
1Xd;Accommodation;English;Stad Brussel;in Brussels;6;50,8374;4,35746
1Xd;Accommodation;English;Stad Brussel;in Brussels;7;50,85035;4,35555
1Xd;Accommodation;English;Stad Brussel;in Brussels;8;50,84869;4,36313
1Xd;Accommodation;English;Stad Brussel;in Brussels;9;50,83188;4,35315
1Xd;Accommodation;English;Stad Brussel;in Brussels;10;50,85249;4,35493
1Xd;Accommodation;English;Stad Brussel;in Brussels;11;50,84619;4,35134
1Xd;Accommodation;English;Stad Brussel;in Brussels;12;50,85053;4,34933
1Xd;Accommodation;English;Stad Brussel;in Brussels;13;50,856;4,3574
1Xd;Accommodation;English;Stad Brussel;in Brussels;14;50,84832;4,35657
1Xd;Accommodation;English;Stad Brussel;in Brussels;15;50,84685;4,3594
1Xd;Accommodation;English;Stad Brussel;in Brussels;16;50,84951;4,34606
1Xd;Accommodation;English;Stad Brussel;in Brussels;17;50,84701;4,35515
1Xd;Accommodation;English;Stad Brussel;in Brussels;18;50,85525;4,36647
1Xd;Accommodation;English;Stad Brussel;in Brussels;19;50,84926;4,35476
1Xd;Accommodation;English;Stad Brussel;in Brussels;20;50,8228;4,36783
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;1;50,85219;4,35414
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;2;50,84846;4,35738
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;3;50,84123;4,34186
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;4;50,83774;4,34607
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;5;50,81938;4,38036
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;6;50,83821;4,34806
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;7;50,83346;4,35549
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;8;50,83987;4,34124
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;9;50,84189;4,35154
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;10;50,84116;4,34164
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;11;50,85143;4,33839
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;12;50,83829;4,37181
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;13;50,83536;4,33974
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;14;50,83479;4,35396
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;15;50,83563;4,36109
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;16;50,85301;4,35819
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;17;50,82131;4,3663
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;18;50,83586;4,33911
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;19;50,80367;4,41334
1Yd;Accommodation;Dutch;Stad Brussel;in Brussels;20;50,84763;4,3416
1Wd;Accommodation;French;Stad Brussel;in Brussels;1;50,85219;4,35414
1Wd;Accommodation;French;Stad Brussel;in Brussels;2;50,84846;4,35738
1Wd;Accommodation;French;Stad Brussel;in Brussels;3;50,83733;4,37156
1Wd;Accommodation;French;Stad Brussel;in Brussels;4;50,8184;4,38188
1Wd;Accommodation;French;Stad Brussel;in Brussels;5;50,8374;4,35746
1Wd;Accommodation;French;Stad Brussel;in Brussels;6;50,83408;4,37261
1Wd;Accommodation;French;Stad Brussel;in Brussels;7;50,8515;4,35351
1Wd;Accommodation;French;Stad Brussel;in Brussels;8;50,8408;4,38538
1Wd;Accommodation;French;Stad Brussel;in Brussels;9;50,85034;4,35171
1Wd;Accommodation;French;Stad Brussel;in Brussels;10;50,84281;4,37681
1Wd;Accommodation;French;Stad Brussel;in Brussels;11;50,84281;4,37681
1Wd;Accommodation;French;Stad Brussel;in Brussels;12;50,84679;4,35084
1Wd;Accommodation;French;Stad Brussel;in Brussels;13;50,84762;4,35539
1Wd;Accommodation;French;Stad Brussel;in Brussels;14;50,85249;4,35493
1Wd;Accommodation;French;Stad Brussel;in Brussels;15;50,85108;4,36613
1Wd;Accommodation;French;Stad Brussel;in Brussels;16;50,85099;4,36481
1Wd;Accommodation;French;Stad Brussel;in Brussels;17;50,8374;4,35746
1Wd;Accommodation;French;Stad Brussel;in Brussels;18;50,83188;4,35315
1Wd;Accommodation;French;Stad Brussel;in Brussels;19;50,8501;4,34596
1Wd;Accommodation;French;Stad Brussel;in Brussels;20;50,84889;4,34586
1Xe;Accommodation;English;Etterbeek;in Brussels;1;50,83346;4,35549
1Xe;Accommodation;English;Etterbeek;in Brussels;2;50,8374;4,35746
1Xe;Accommodation;English;Etterbeek;in Brussels;3;50,85072;4,35005
1Xe;Accommodation;English;Etterbeek;in Brussels;4;50,83188;4,35315
1Xe;Accommodation;English;Etterbeek;in Brussels;5;50,84869;4,36313
1Xe;Accommodation;English;Etterbeek;in Brussels;6;50,85035;4,35555
1Xe;Accommodation;English;Etterbeek;in Brussels;7;50,8228;4,36783
1Xe;Accommodation;English;Etterbeek;in Brussels;8;50,8515;4,35351
1Xe;Accommodation;English;Etterbeek;in Brussels;9;50,85525;4,36647
1Xe;Accommodation;English;Etterbeek;in Brussels;10;50,84397;4,37532
1Xe;Accommodation;English;Etterbeek;in Brussels;11;50,84685;4,3594
1Xe;Accommodation;English;Etterbeek;in Brussels;12;50,856;4,3574
1Xe;Accommodation;English;Etterbeek;in Brussels;13;50,84619;4,35134
1Xe;Accommodation;English;Etterbeek;in Brussels;14;50,85249;4,35493
1Xe;Accommodation;English;Etterbeek;in Brussels;15;50,84359;4,37474
1Xe;Accommodation;English;Etterbeek;in Brussels;16;50,8379;4,37185
1Xe;Accommodation;English;Etterbeek;in Brussels;17;50,84832;4,35657
1Xe;Accommodation;English;Etterbeek;in Brussels;18;50,84701;4,35515
1Xe;Accommodation;English;Etterbeek;in Brussels;19;50,85629;4,35153
1Xe;Accommodation;English;Etterbeek;in Brussels;20;50,83733;4,37156
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;1;50,85219;4,35414
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;2;50,84846;4,35738
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;3;50,84926;4,35476
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;4;50,85035;4,35555
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;5;50,8515;4,35351
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;6;50,85053;4,34933
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;7;50,85072;4,35005
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;8;50,84869;4,36313
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;9;50,8539;4,35581
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;10;50,84072;4,38374
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;11;50,85108;4,36613
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;12;50,84525;4,35444
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;13;50,8304;4,35923
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;14;50,8374;4,35746
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;15;50,82683;4,36493
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;16;50,86485;4,35889
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;17;50,84116;4,34164
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;18;50,83973;4,36752
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;19;50,8488;4,35253
1Ye;Accommodation;Dutch;Etterbeek;in Brussels;20;50,84049;4,38088
1We;Accommodation;French;Etterbeek;in Brussels;1;50,8184;4,38188
1We;Accommodation;French;Etterbeek;in Brussels;2;50,83733;4,37156
1We;Accommodation;French;Etterbeek;in Brussels;3;50,8515;4,35351
1We;Accommodation;French;Etterbeek;in Brussels;4;50,83408;4,37261
1We;Accommodation;French;Etterbeek;in Brussels;5;50,8374;4,35746
1We;Accommodation;French;Etterbeek;in Brussels;6;50,8408;4,38538
1We;Accommodation;French;Etterbeek;in Brussels;7;50,84281;4,37681
1We;Accommodation;French;Etterbeek;in Brussels;8;50,83059;4,40495
1We;Accommodation;French;Etterbeek;in Brussels;9;50,84281;4,37681
1We;Accommodation;French;Etterbeek;in Brussels;10;50,83188;4,35315
1We;Accommodation;French;Etterbeek;in Brussels;11;50,85108;4,36613
1We;Accommodation;French;Etterbeek;in Brussels;12;50,85099;4,36481
1We;Accommodation;French;Etterbeek;in Brussels;13;50,83346;4,35549
1We;Accommodation;French;Etterbeek;in Brussels;14;50,84762;4,35539
1We;Accommodation;French;Etterbeek;in Brussels;15;50,8278;4,36493
1We;Accommodation;French;Etterbeek;in Brussels;16;50,84679;4,35084
1We;Accommodation;French;Etterbeek;in Brussels;17;50,83597;4,36629
1We;Accommodation;French;Etterbeek;in Brussels;18;50,8515;4,35351
1We;Accommodation;French;Etterbeek;in Brussels;19;50,85249;4,35493
1We;Accommodation;French;Etterbeek;in Brussels;20;50,83652;4,35806
1Xf;Accommodation;English;Evere;in Brussels;1;50,83346;4,35549
1Xf;Accommodation;English;Evere;in Brussels;2;50,8374;4,35746
1Xf;Accommodation;English;Evere;in Brussels;3;50,85072;4,35005
1Xf;Accommodation;English;Evere;in Brussels;4;50,83188;4,35315
1Xf;Accommodation;English;Evere;in Brussels;5;50,84869;4,36313
1Xf;Accommodation;English;Evere;in Brussels;6;50,85035;4,35555
1Xf;Accommodation;English;Evere;in Brussels;7;50,8515;4,35351
1Xf;Accommodation;English;Evere;in Brussels;8;50,8228;4,36783
1Xf;Accommodation;English;Evere;in Brussels;9;50,85525;4,36647
1Xf;Accommodation;English;Evere;in Brussels;10;50,87856;4,38154
1Xf;Accommodation;English;Evere;in Brussels;11;50,856;4,3574
1Xf;Accommodation;English;Evere;in Brussels;12;50,85249;4,35493
1Xf;Accommodation;English;Evere;in Brussels;13;50,84619;4,35134
1Xf;Accommodation;English;Evere;in Brussels;14;50,84685;4,3594
1Xf;Accommodation;English;Evere;in Brussels;15;50,85629;4,35153
1Xf;Accommodation;English;Evere;in Brussels;16;50,84397;4,37532
1Xf;Accommodation;English;Evere;in Brussels;17;50,84832;4,35657
1Xf;Accommodation;English;Evere;in Brussels;18;50,8539;4,35581
1Xf;Accommodation;English;Evere;in Brussels;19;50,84701;4,35515
1Xf;Accommodation;English;Evere;in Brussels;20;50,84951;4,34606
1Yf;Accommodation;Dutch;Evere;in Brussels;1;50,85219;4,35414
1Yf;Accommodation;Dutch;Evere;in Brussels;2;50,84846;4,35738
1Yf;Accommodation;Dutch;Evere;in Brussels;3;50,85053;4,34933
1Yf;Accommodation;Dutch;Evere;in Brussels;4;50,84926;4,35476
1Yf;Accommodation;Dutch;Evere;in Brussels;5;50,85035;4,35555
1Yf;Accommodation;Dutch;Evere;in Brussels;6;50,8515;4,35351
1Yf;Accommodation;Dutch;Evere;in Brussels;7;50,85072;4,35005
1Yf;Accommodation;Dutch;Evere;in Brussels;8;50,84869;4,36313
1Yf;Accommodation;Dutch;Evere;in Brussels;9;50,84072;4,38374
1Yf;Accommodation;Dutch;Evere;in Brussels;10;50,85108;4,36613
1Yf;Accommodation;Dutch;Evere;in Brussels;11;50,8539;4,35581
1Yf;Accommodation;Dutch;Evere;in Brussels;12;50,8304;4,35923
1Yf;Accommodation;Dutch;Evere;in Brussels;13;50,8374;4,35746
1Yf;Accommodation;Dutch;Evere;in Brussels;14;50,82683;4,36493
1Yf;Accommodation;Dutch;Evere;in Brussels;15;50,86485;4,35889
1Yf;Accommodation;Dutch;Evere;in Brussels;16;50,83973;4,36752
1Yf;Accommodation;Dutch;Evere;in Brussels;17;50,84116;4,34164
1Yf;Accommodation;Dutch;Evere;in Brussels;18;50,8488;4,35253
1Yf;Accommodation;Dutch;Evere;in Brussels;19;50,84049;4,38088
1Yf;Accommodation;Dutch;Evere;in Brussels;20;50,84688;4,35461
1Wf;Accommodation;French;Evere;in Brussels;2;50,83733;4,37156
1Wf;Accommodation;French;Evere;in Brussels;3;50,83408;4,37261
1Wf;Accommodation;French;Evere;in Brussels;4;50,8374;4,35746
1Wf;Accommodation;French;Evere;in Brussels;5;50,84281;4,37681
1Wf;Accommodation;French;Evere;in Brussels;6;50,84281;4,37681
1Wf;Accommodation;French;Evere;in Brussels;7;50,84701;4,35515
1Wf;Accommodation;French;Evere;in Brussels;8;50,8556;4,36803
1Wf;Accommodation;French;Evere;in Brussels;9;50,85629;4,35153
1Wf;Accommodation;French;Evere;in Brussels;10;50,84679;4,35084
1Wf;Accommodation;French;Evere;in Brussels;11;50,85108;4,36613
1Wf;Accommodation;French;Evere;in Brussels;12;50,85099;4,36481
1Wf;Accommodation;French;Evere;in Brussels;13;50,84762;4,35539
